id,comment,label,comment_w_tone,combine_comment
train_009127,"rất đẹp hơi ít cùm nhựa, thêm cùm nhựa sẽ đỡ lòng thòng hơn thank shop",0,"rat dep hoi it cum nhua, them cum nhua se do long thong hon thank shop","rất đẹp hơi ít cùm nhựa, thêm cùm nhựa sẽ đỡ lòng thòng hơn thank shop rat dep hoi it cum nhua, them cum nhua se do long thong hon thank shop"
train_005184,ok sp đúng như hình,0,ok sp dung nhu hinh,ok sp đúng như hình ok sp dung nhu hinh
train_014750,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thích nhất cách đóng gói sp của shop,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan thich nhat cach dong goi sp cua shop,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thích nhất cách đóng gói sp của shop chat luong san pham tuyet voi dong goi san pham rat dep va chac chan thich nhat cach dong goi sp cua shop
train_005148,thời gian giao hàng rất nhanh che thóp được 1 cái giống ảnh còn 2 cái còn lại hơi xấu 1 tí vẫn cho shop 5 sao vi hàng rẻ chất lượng,0,thoi gian giao hang rat nhanh che thop duoc 1 cai giong anh con 2 cai con lai hoi xau 1 ti van cho shop 5 sao vi hang re chat luong,thời gian giao hàng rất nhanh che thóp được 1 cái giống ảnh còn 2 cái còn lại hơi xấu 1 tí vẫn cho shop 5 sao vi hàng rẻ chất lượng thoi gian giao hang rat nhanh che thop duoc 1 cai giong anh con 2 cai con lai hoi xau 1 ti van cho shop 5 sao vi hang re chat luong
train_009411,chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt chăm sóc khách hàng tốt cảm ơn shop,0,chat luong san pham tuyet voi shop phuc vu rat tot cham soc khach hang tot cam on shop,chất lượng sản phẩm tuyệt vời shop phục vụ rất tốt chăm sóc khách hàng tốt cảm ơn shop chat luong san pham tuyet voi shop phuc vu rat tot cham soc khach hang tot cam on shop
train_003058,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh hàng đẹp ngoài mong đợi😍,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat dang tien thoi gian giao hang rat nhanh hang dep ngoai mong doi😍,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh hàng đẹp ngoài mong đợi😍 chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat dang tien thoi gian giao hang rat nhanh hang dep ngoai mong doi😍
train_014876,chuột không xài đc,1,chuot khong xai dc,chuột không xài đc chuot khong xai dc
train_000095,shop phục vụ rất tốt sản phẩm đúng với thông tin đăng tải,0,shop phuc vu rat tot san pham dung voi thong tin dang tai,shop phục vụ rất tốt sản phẩm đúng với thông tin đăng tải shop phuc vu rat tot san pham dung voi thong tin dang tai
train_004924,kéo kém chất lượng cắt cành không dứt,1,keo kem chat luong cat canh khong dut,kéo kém chất lượng cắt cành không dứt keo kem chat luong cat canh khong dut
train_015339,rất thích kiểu dáng sang trọng lịch lãm của blackberry phải ráng de dành tiền rước 1 em về,0,rat thich kieu dang sang trong lich lam cua blackberry phai rang de danh tien ruoc 1 em ve,rất thích kiểu dáng sang trọng lịch lãm của blackberry phải ráng de dành tiền rước 1 em về rat thich kieu dang sang trong lich lam cua blackberry phai rang de danh tien ruoc 1 em ve
train_002537,sp giao nhanh dung chung loai thanks shop,0,sp giao nhanh dung chung loai thanks shop,sp giao nhanh dung chung loai thanks shop sp giao nhanh dung chung loai thanks shop
train_006415,hàng vừa được nhân đã hỏng 1 bên tai không nghe được,1,hang vua duoc nhan da hong 1 ben tai khong nghe duoc,hàng vừa được nhân đã hỏng 1 bên tai không nghe được hang vua duoc nhan da hong 1 ben tai khong nghe duoc
train_000744,dã dược doi sản phẩm khác dùng ok nhân viên bán hàng nhiệt tình,1,da duoc doi san pham khac dung ok nhan vien ban hang nhiet tinh,dã dược doi sản phẩm khác dùng ok nhân viên bán hàng nhiệt tình da duoc doi san pham khac dung ok nhan vien ban hang nhiet tinh
train_007232,sản phẩm này nghe tiếng đã lâu mình mua từ đầu năm đúng đợt sale được tặng dầu tẩy trang chưa dùng thử dầu tẩy trang nhưng với sữa rửa mặt này mình thấy không bằng hada labo mình vẫn dùng rửa xong cảm giác da khô mẹ mình dùng trước bị khô và đỏ ửng da mình dùng thì thấy khô mình có dưỡng da sau bước rửa mặt nên vẫn dùng ko biết do sản phẩm hay do da mình không hợp còn 1 tuýp mình mua bên nhật chờ dùng thử xem có bị khô da như tuýp mua của tiki không,1,san pham nay nghe tieng da lau minh mua tu dau nam dung dot sale duoc tang dau tay trang chua dung thu dau tay trang nhung voi sua rua mat nay minh thay khong bang hada labo minh van dung rua xong cam giac da kho me minh dung truoc bi kho va do ung da minh dung thi thay kho minh co duong da sau buoc rua mat nen van dung ko biet do san pham hay do da minh khong hop con 1 tuyp minh mua ben nhat cho dung thu xem co bi kho da nhu tuyp mua cua tiki khong,sản phẩm này nghe tiếng đã lâu mình mua từ đầu năm đúng đợt sale được tặng dầu tẩy trang chưa dùng thử dầu tẩy trang nhưng với sữa rửa mặt này mình thấy không bằng hada labo mình vẫn dùng rửa xong cảm giác da khô mẹ mình dùng trước bị khô và đỏ ửng da mình dùng thì thấy khô mình có dưỡng da sau bước rửa mặt nên vẫn dùng ko biết do sản phẩm hay do da mình không hợp còn 1 tuýp mình mua bên nhật chờ dùng thử xem có bị khô da như tuýp mua của tiki không san pham nay nghe tieng da lau minh mua tu dau nam dung dot sale duoc tang dau tay trang chua dung thu dau tay trang nhung voi sua rua mat nay minh thay khong bang hada labo minh van dung rua xong cam giac da kho me minh dung truoc bi kho va do ung da minh dung thi thay kho minh co duong da sau buoc rua mat nen van dung ko biet do san pham hay do da minh khong hop con 1 tuyp minh mua ben nhat cho dung thu xem co bi kho da nhu tuyp mua cua tiki khong
train_004217,mình thật sự thất vọng khi nhận sản phẩm này gần như không dùng được từ bấm mi đến kéo còn tệ hơn cả đồ chơi của con mình mình nghĩ tiki không nên bán những mặt hàng không có giá trị sử dụng như vậy giảm danh tiếng tiki quá,1,minh that su that vong khi nhan san pham nay gan nhu khong dung duoc tu bam mi den keo con te hon ca do choi cua con minh minh nghi tiki khong nen ban nhung mat hang khong co gia tri su dung nhu vay giam danh tieng tiki qua,mình thật sự thất vọng khi nhận sản phẩm này gần như không dùng được từ bấm mi đến kéo còn tệ hơn cả đồ chơi của con mình mình nghĩ tiki không nên bán những mặt hàng không có giá trị sử dụng như vậy giảm danh tiếng tiki quá minh that su that vong khi nhan san pham nay gan nhu khong dung duoc tu bam mi den keo con te hon ca do choi cua con minh minh nghi tiki khong nen ban nhung mat hang khong co gia tri su dung nhu vay giam danh tieng tiki qua
train_014460,màu sắc thì ok giống hình nhưng thấy kiểu dáng thì khác hình trên shop hình đã đăng lên nhưng mang thì cũng êm chân mua 3 dãn phẩm thấy thích đáng tiền lần sao sẽ ủng hộ shop tiếp tục ạ shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh,0,mau sac thi ok giong hinh nhung thay kieu dang thi khac hinh tren shop hinh da dang len nhung mang thi cung em chan mua 3 dan pham thay thich dang tien lan sao se ung ho shop tiep tuc a shop phuc vu rat tot chat luong san pham tuyet voi thoi gian giao hang rat nhanh,màu sắc thì ok giống hình nhưng thấy kiểu dáng thì khác hình trên shop hình đã đăng lên nhưng mang thì cũng êm chân mua 3 dãn phẩm thấy thích đáng tiền lần sao sẽ ủng hộ shop tiếp tục ạ shop phục vụ rất tốt chất lượng sản phẩm tuyệt vời thời gian giao hàng rất nhanh mau sac thi ok giong hinh nhung thay kieu dang thi khac hinh tren shop hinh da dang len nhung mang thi cung em chan mua 3 dan pham thay thich dang tien lan sao se ung ho shop tiep tuc a shop phuc vu rat tot chat luong san pham tuyet voi thoi gian giao hang rat nhanh
train_013203,chất xấu lắm ko ngấm nước,0,chat xau lam ko ngam nuoc,chất xấu lắm ko ngấm nước chat xau lam ko ngam nuoc
train_010340,giao thiếu sản phẩm khiếu nại không quan tâm chat shop không trả lời chán ghê k bảo giờ ủng hộ shop nữa mình đặt 10 miếng dán mà giao 5 miếng dán thôi đã thế số lượng 3 lần nữa chứ mang bệnh tức,1,giao thieu san pham khieu nai khong quan tam chat shop khong tra loi chan ghe k bao gio ung ho shop nua minh dat 10 mieng dan ma giao 5 mieng dan thoi da the so luong 3 lan nua chu mang benh tuc,giao thiếu sản phẩm khiếu nại không quan tâm chat shop không trả lời chán ghê k bảo giờ ủng hộ shop nữa mình đặt 10 miếng dán mà giao 5 miếng dán thôi đã thế số lượng 3 lần nữa chứ mang bệnh tức giao thieu san pham khieu nai khong quan tam chat shop khong tra loi chan ghe k bao gio ung ho shop nua minh dat 10 mieng dan ma giao 5 mieng dan thoi da the so luong 3 lan nua chu mang benh tuc
train_007513,ve ma k lap duoc vao main,1,ve ma k lap duoc vao main,ve ma k lap duoc vao main ve ma k lap duoc vao main
train_002764,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh hôm qua đặt hôm nay nhận👍🏻,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien rat dang tien thoi gian giao hang rat nhanh hom qua dat hom nay nhan👍🏻,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh hôm qua đặt hôm nay nhận👍🏻 chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien rat dang tien thoi gian giao hang rat nhanh hom qua dat hom nay nhan👍🏻
train_015954,đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất ok,0,dong goi san pham rat dep va chac chan thoi gian giao hang rat ok,đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất ok dong goi san pham rat dep va chac chan thoi gian giao hang rat ok
train_007979,giao thiếu hàng sai mẫu sai kích cỡ size thất vọng về cách phục vụ của shop,1,giao thieu hang sai mau sai kich co size that vong ve cach phuc vu cua shop,giao thiếu hàng sai mẫu sai kích cỡ size thất vọng về cách phục vụ của shop giao thieu hang sai mau sai kich co size that vong ve cach phuc vu cua shop
train_015569,tôi mua sản phẩm cách đây vài tháng do mới đầu ko để ý nhưg sau phát hiện ra đệm tai 1 bên cực mềm 1 bên thì cứng giống hệt lót của dòng m20x ko thể chấp nhận đc có cửa hàng ntnay trên tiki,1,toi mua san pham cach day vai thang do moi dau ko de y nhug sau phat hien ra dem tai 1 ben cuc mem 1 ben thi cung giong het lot cua dong m20x ko the chap nhan dc co cua hang ntnay tren tiki,tôi mua sản phẩm cách đây vài tháng do mới đầu ko để ý nhưg sau phát hiện ra đệm tai 1 bên cực mềm 1 bên thì cứng giống hệt lót của dòng m20x ko thể chấp nhận đc có cửa hàng ntnay trên tiki toi mua san pham cach day vai thang do moi dau ko de y nhug sau phat hien ra dem tai 1 ben cuc mem 1 ben thi cung giong het lot cua dong m20x ko the chap nhan dc co cua hang ntnay tren tiki
train_007081,sài không mượt và không thơm như loại cũ mình đã sài,1,sai khong muot va khong thom nhu loai cu minh da sai,sài không mượt và không thơm như loại cũ mình đã sài sai khong muot va khong thom nhu loai cu minh da sai
train_011890,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắnhàng rất tốt,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chanhang rat tot,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắnhàng rất tốt chat luong san pham tuyet voi dong goi san pham rat dep va chac chanhang rat tot
train_000527,wa te tot nhat dung mua loai nay phi tien,1,wa te tot nhat dung mua loai nay phi tien,wa te tot nhat dung mua loai nay phi tien wa te tot nhat dung mua loai nay phi tien
train_015672,chất lượng sản phẩm tốt mùi nam tính mạnh mẽ vỏ hộp và chai gia công đẹp gần như các loại nước hoa đắt tiền có lẽ do cơ thể mình nhiều mồ hôi nên lưu hương ko lâu khoảng 2h là bay hết chỉ nghe thoang thoảng nhẹ đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh đáng tiền,0,chat luong san pham tot mui nam tinh manh me vo hop va chai gia cong dep gan nhu cac loai nuoc hoa dat tien co le do co the minh nhieu mo hoi nen luu huong ko lau khoang 2h la bay het chi nghe thoang thoang nhe dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh dang tien,chất lượng sản phẩm tốt mùi nam tính mạnh mẽ vỏ hộp và chai gia công đẹp gần như các loại nước hoa đắt tiền có lẽ do cơ thể mình nhiều mồ hôi nên lưu hương ko lâu khoảng 2h là bay hết chỉ nghe thoang thoảng nhẹ đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh đáng tiền chat luong san pham tot mui nam tinh manh me vo hop va chai gia cong dep gan nhu cac loai nuoc hoa dat tien co le do co the minh nhieu mo hoi nen luu huong ko lau khoang 2h la bay het chi nghe thoang thoang nhe dong goi san pham rat dep va chac chan thoi gian giao hang rat nhanh dang tien
train_011363,màn hình bị đơ không mượt phải tháo pin ra khởi động lại mới xài được màn hình cảm ứng bị gì đó,1,man hinh bi do khong muot phai thao pin ra khoi dong lai moi xai duoc man hinh cam ung bi gi do,màn hình bị đơ không mượt phải tháo pin ra khởi động lại mới xài được màn hình cảm ứng bị gì đó man hinh bi do khong muot phai thao pin ra khoi dong lai moi xai duoc man hinh cam ung bi gi do
train_013549,đặt mua màu hồng nhung gửi về màu nâu đen thiếu 1 cay sắt dài 16 cay nhung thực tế chỉ được 15 cây nên k đủ để ráp,1,dat mua mau hong nhung gui ve mau nau den thieu 1 cay sat dai 16 cay nhung thuc te chi duoc 15 cay nen k du de rap,đặt mua màu hồng nhung gửi về màu nâu đen thiếu 1 cay sắt dài 16 cay nhung thực tế chỉ được 15 cây nên k đủ để ráp dat mua mau hong nhung gui ve mau nau den thieu 1 cay sat dai 16 cay nhung thuc te chi duoc 15 cay nen k du de rap
train_014059,hàng chính hãng mà sài chưa được 1 tuần thì chuột trái bị liệt,1,hang chinh hang ma sai chua duoc 1 tuan thi chuot trai bi liet,hàng chính hãng mà sài chưa được 1 tuần thì chuột trái bị liệt hang chinh hang ma sai chua duoc 1 tuan thi chuot trai bi liet
train_014156,chất lượng sản phẩm kém đi đau chân tiền nào của ấy,1,chat luong san pham kem di dau chan tien nao cua ay,chất lượng sản phẩm kém đi đau chân tiền nào của ấy chat luong san pham kem di dau chan tien nao cua ay
train_006201,that vong gê mua 3tuyp ve bán made in usa mà chữ thái không s bán dc de xài la chắc lun roi so khổ mà 😂😂,1,that vong ge mua 3tuyp ve ban made in usa ma chu thai khong s ban dc de xai la chac lun roi so kho ma 😂😂,that vong gê mua 3tuyp ve bán made in usa mà chữ thái không s bán dc de xài la chắc lun roi so khổ mà 😂😂 that vong ge mua 3tuyp ve ban made in usa ma chu thai khong s ban dc de xai la chac lun roi so kho ma 😂😂
train_014402,xin chào tôi vừa mua sản phẩm này và tực tế là nó bắt muỗi rất kém muỗi vẫn bay quanh xin cho biết lý do vì sao tôi để 1 cái máy bắt muỗi khác tại cùng vi5 trí thì thấy tác dụng bắt muỗi hơn hẳn,1,xin chao toi vua mua san pham nay va tuc te la no bat muoi rat kem muoi van bay quanh xin cho biet ly do vi sao toi de 1 cai may bat muoi khac tai cung vi5 tri thi thay tac dung bat muoi hon han,xin chào tôi vừa mua sản phẩm này và tực tế là nó bắt muỗi rất kém muỗi vẫn bay quanh xin cho biết lý do vì sao tôi để 1 cái máy bắt muỗi khác tại cùng vi5 trí thì thấy tác dụng bắt muỗi hơn hẳn xin chao toi vua mua san pham nay va tuc te la no bat muoi rat kem muoi van bay quanh xin cho biet ly do vi sao toi de 1 cai may bat muoi khac tai cung vi5 tri thi thay tac dung bat muoi hon han
train_011962,san pham bi loi,1,san pham bi loi,san pham bi loi san pham bi loi
train_008245,hàng bị nứt cái quai cầm,1,hang bi nut cai quai cam,hàng bị nứt cái quai cầm hang bi nut cai quai cam
train_010829,sản phẩm không đúng shop phục vụ rất kém,1,san pham khong dung shop phuc vu rat kem,sản phẩm không đúng shop phục vụ rất kém san pham khong dung shop phuc vu rat kem
train_015616,sản phẩm dùng ko tiện khó lấy lượng kem dùng tùy ý hộp thi to lương kem thì ít,1,san pham dung ko tien kho lay luong kem dung tuy y hop thi to luong kem thi it,sản phẩm dùng ko tiện khó lấy lượng kem dùng tùy ý hộp thi to lương kem thì ít san pham dung ko tien kho lay luong kem dung tuy y hop thi to luong kem thi it
train_004479,chất lượng tốt gud,0,chat luong tot gud,chất lượng tốt gud chat luong tot gud
train_008988,chất lượng sản phẩm tuyệt vời giao hàng nhanh,0,chat luong san pham tuyet voi giao hang nhanh,chất lượng sản phẩm tuyệt vời giao hàng nhanh chat luong san pham tuyet voi giao hang nhanh
train_004522,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien
train_013015,quá kinh khủng vì tốc độ giao hàng chưa đầy 24h từ sg ra hn,0,qua kinh khung vi toc do giao hang chua day 24h tu sg ra hn,quá kinh khủng vì tốc độ giao hàng chưa đầy 24h từ sg ra hn qua kinh khung vi toc do giao hang chua day 24h tu sg ra hn
train_004515,chất lượng tạm ổn nhưng áo không giống như hình phần lưới bên trong áo màu trắng không đồng màu với phần lưới ở mũ nhãn mác không đúng như hình do vậy cảm giác không tin tưởng là đúng hàng nhập,1,chat luong tam on nhung ao khong giong nhu hinh phan luoi ben trong ao mau trang khong dong mau voi phan luoi o mu nhan mac khong dung nhu hinh do vay cam giac khong tin tuong la dung hang nhap,chất lượng tạm ổn nhưng áo không giống như hình phần lưới bên trong áo màu trắng không đồng màu với phần lưới ở mũ nhãn mác không đúng như hình do vậy cảm giác không tin tưởng là đúng hàng nhập chat luong tam on nhung ao khong giong nhu hinh phan luoi ben trong ao mau trang khong dong mau voi phan luoi o mu nhan mac khong dung nhu hinh do vay cam giac khong tin tuong la dung hang nhap
train_002628,sản phẩm rất ok,0,san pham rat ok,sản phẩm rất ok san pham rat ok
train_007256,núm ti mình dốc ngược xuống thấy phun thành tia ko biết bé sơ sinh bú có bị sặc ko shop,0,num ti minh doc nguoc xuong thay phun thanh tia ko biet be so sinh bu co bi sac ko shop,núm ti mình dốc ngược xuống thấy phun thành tia ko biết bé sơ sinh bú có bị sặc ko shop num ti minh doc nguoc xuong thay phun thanh tia ko biet be so sinh bu co bi sac ko shop
train_000805,mình chân 36 mà lấy sz 35 đi vẫn thoải mái phom to,0,minh chan 36 ma lay sz 35 di van thoai mai phom to,mình chân 36 mà lấy sz 35 đi vẫn thoải mái phom to minh chan 36 ma lay sz 35 di van thoai mai phom to
train_008771,www baocaosugiagoc com 0916 902 421 call zalo ib,0,www baocaosugiagoc com 0916 902 421 call zalo ib,www baocaosugiagoc com 0916 902 421 call zalo ib www baocaosugiagoc com 0916 902 421 call zalo ib
train_014014,đồng hồ bị rớt viên đá trong kính,1,dong ho bi rot vien da trong kinh,đồng hồ bị rớt viên đá trong kính dong ho bi rot vien da trong kinh
train_002776,giọng văn mang tính chất kể lể không có trọng tâm hay điểm nhấn nên không có sự lôi cuốn,1,giong van mang tinh chat ke le khong co trong tam hay diem nhan nen khong co su loi cuon,giọng văn mang tính chất kể lể không có trọng tâm hay điểm nhấn nên không có sự lôi cuốn giong van mang tinh chat ke le khong co trong tam hay diem nhan nen khong co su loi cuon
train_008919,chất lượng sản phẩm tốt thích lắm ạ,0,chat luong san pham tot thich lam a,chất lượng sản phẩm tốt thích lắm ạ chat luong san pham tot thich lam a
train_010677,chất lượng sản phẩm tuyệt vời rất ngon,0,chat luong san pham tuyet voi rat ngon,chất lượng sản phẩm tuyệt vời rất ngon chat luong san pham tuyet voi rat ngon
train_013407,dùng thích quá định mua thêm mà hết mất rồi chất lượng sản phẩm tuyệt vời,0,dung thich qua dinh mua them ma het mat roi chat luong san pham tuyet voi,dùng thích quá định mua thêm mà hết mất rồi chất lượng sản phẩm tuyệt vời dung thich qua dinh mua them ma het mat roi chat luong san pham tuyet voi
train_013067,shop phục vụ nhiệt tình uy tín chất lượng 👍,0,shop phuc vu nhiet tinh uy tin chat luong 👍,shop phục vụ nhiệt tình uy tín chất lượng 👍 shop phuc vu nhiet tinh uy tin chat luong 👍
train_013122,"đắt hơn cả ip, thế mà mg cứ bảo ng dùng ip là để khoe",1,"dat hon ca ip, the ma mg cu bao ng dung ip la de khoe","đắt hơn cả ip, thế mà mg cứ bảo ng dùng ip là để khoe dat hon ca ip, the ma mg cu bao ng dung ip la de khoe"
train_008139,màu son siêu xinh 3,0,mau son sieu xinh 3,màu son siêu xinh 3 mau son sieu xinh 3
train_011242,hàng đúng như clip và ảnh đăng trên shop mẫu mã đóng gói đẹp chưa biết dùng chất lượng ra sao nhưng cảm nhận ban đầu là good,0,hang dung nhu clip va anh dang tren shop mau ma dong goi dep chua biet dung chat luong ra sao nhung cam nhan ban dau la good,hàng đúng như clip và ảnh đăng trên shop mẫu mã đóng gói đẹp chưa biết dùng chất lượng ra sao nhưng cảm nhận ban đầu là good hang dung nhu clip va anh dang tren shop mau ma dong goi dep chua biet dung chat luong ra sao nhung cam nhan ban dau la good
train_008042,sao dang cam dien sac thi khong quat duoc shop chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn,0,sao dang cam dien sac thi khong quat duoc shop chat luong san pham tuyet voi dong goi san pham rat dep va chac chan,sao dang cam dien sac thi khong quat duoc shop chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn sao dang cam dien sac thi khong quat duoc shop chat luong san pham tuyet voi dong goi san pham rat dep va chac chan
train_012764,"đóng gói chưa tốt nhưng may mắn ko ảnh hưởng tới giày , giày đẹp nhưng to , to hơn size 36 mình thường đi cảm ơn shop và chúc shop làm ăn phát đạt thời gian giao hàng rất nhanh",0,"dong goi chua tot nhung may man ko anh huong toi giay , giay dep nhung to , to hon size 36 minh thuong di cam on shop va chuc shop lam an phat dat thoi gian giao hang rat nhanh","đóng gói chưa tốt nhưng may mắn ko ảnh hưởng tới giày , giày đẹp nhưng to , to hơn size 36 mình thường đi cảm ơn shop và chúc shop làm ăn phát đạt thời gian giao hàng rất nhanh dong goi chua tot nhung may man ko anh huong toi giay , giay dep nhung to , to hon size 36 minh thuong di cam on shop va chuc shop lam an phat dat thoi gian giao hang rat nhanh"
train_013790,shop nhiệt tình sản phẩm okie che phủ ổn không có quá nhiều mùi apply xong để 1 khoảng thời gian cho sản phẩm tiệp dần vào da để lại 1 lớp hơi ánh hồng đúng vố cái tên pink cover của sản phẩm sẽ ủng hộ shop dài dài ❤️❤️❤️,0,shop nhiet tinh san pham okie che phu on khong co qua nhieu mui apply xong de 1 khoang thoi gian cho san pham tiep dan vao da de lai 1 lop hoi anh hong dung vo cai ten pink cover cua san pham se ung ho shop dai dai ❤️❤️❤️,shop nhiệt tình sản phẩm okie che phủ ổn không có quá nhiều mùi apply xong để 1 khoảng thời gian cho sản phẩm tiệp dần vào da để lại 1 lớp hơi ánh hồng đúng vố cái tên pink cover của sản phẩm sẽ ủng hộ shop dài dài ❤️❤️❤️ shop nhiet tinh san pham okie che phu on khong co qua nhieu mui apply xong de 1 khoang thoi gian cho san pham tiep dan vao da de lai 1 lop hoi anh hong dung vo cai ten pink cover cua san pham se ung ho shop dai dai ❤️❤️❤️
train_005252,shop giao điện thoại có pin bị hỏng đã liên lạc shop hứa đổi cho cái khác xong đến nay vẩn không thấy bán hàng không coa quy tính đề nghị sendo đóng shop này,1,shop giao dien thoai co pin bi hong da lien lac shop hua doi cho cai khac xong den nay van khong thay ban hang khong coa quy tinh de nghi sendo dong shop nay,shop giao điện thoại có pin bị hỏng đã liên lạc shop hứa đổi cho cái khác xong đến nay vẩn không thấy bán hàng không coa quy tính đề nghị sendo đóng shop này shop giao dien thoai co pin bi hong da lien lac shop hua doi cho cai khac xong den nay van khong thay ban hang khong coa quy tinh de nghi sendo dong shop nay
train_003960,"thứ nhất dây có mùi nhựa rất kinh khủngthứ hai bộ đếm số nhảy sai, nhảy vài ba cái cũng nhảy lên tận 900 lận thứ ba dây nhảy rất hay bị xoắn",1,"thu nhat day co mui nhua rat kinh khungthu hai bo dem so nhay sai, nhay vai ba cai cung nhay len tan 900 lan thu ba day nhay rat hay bi xoan","thứ nhất dây có mùi nhựa rất kinh khủngthứ hai bộ đếm số nhảy sai, nhảy vài ba cái cũng nhảy lên tận 900 lận thứ ba dây nhảy rất hay bị xoắn thu nhat day co mui nhua rat kinh khungthu hai bo dem so nhay sai, nhay vai ba cai cung nhay len tan 900 lan thu ba day nhay rat hay bi xoan"
train_011426,tuyệt vời hàng rất giống hình ❤❤❤❤,0,tuyet voi hang rat giong hinh ❤❤❤❤,tuyệt vời hàng rất giống hình ❤❤❤❤ tuyet voi hang rat giong hinh ❤❤❤❤
train_010793,không giữ đá lâu như sản phẩm của zebra thất vọng về lock,1,khong giu da lau nhu san pham cua zebra that vong ve lock,không giữ đá lâu như sản phẩm của zebra thất vọng về lock khong giu da lau nhu san pham cua zebra that vong ve lock
train_009120,shop nói quần ko phai màu mà màu phai quá trời tư vấn ko thật chút nào,1,shop noi quan ko phai mau ma mau phai qua troi tu van ko that chut nao,shop nói quần ko phai màu mà màu phai quá trời tư vấn ko thật chút nào shop noi quan ko phai mau ma mau phai qua troi tu van ko that chut nao
train_005478,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất ok sẽ ủng hộ shop,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat ok se ung ho shop,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất ok sẽ ủng hộ shop chat luong san pham tuyet voi dong goi san pham rat dep va chac chan rat ok se ung ho shop
train_009951,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh,0,chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien rat dang tien thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn shop phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh thời gian giao hàng rất nhanh chat luong san pham tuyet voi dong goi san pham rat dep va chac chan shop phuc vu rat tot rat dang tien rat dang tien thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh thoi gian giao hang rat nhanh
